Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
784,tt1132600,2015-11-28,2015-11-28,,Packed to the Rafters,https://www.imdb.com/title/tt1132600/,tvSeries,7.4,60,2008,"Comedy, Drama, Family, Romance",1713,2008-08-28,
785,tt1194600,2015-11-28,2015-11-28,,Tutti pazzi per amore,https://www.imdb.com/title/tt1194600/,tvSeries,7.3,50,2008,Romance,198,2008-12-07,
786,tt0472027,2015-11-28,2015-11-28,,John Adams,https://www.imdb.com/title/tt0472027/,tvMiniSeries,8.5,71,2008,"Biography, Drama, History",28677,2008-03-16,
787,tt1178618,2015-11-28,2015-11-28,,Wallander,https://www.imdb.com/title/tt1178618/,tvSeries,7.9,90,2008,"Crime, Drama, Mystery, Thriller",12827,2008-11-10,
788,tt1242773,2015-11-28,2015-11-28,,Romanzo criminale - La serie,https://www.imdb.com/title/tt1242773/,tvSeries,8.5,,2008,"Crime, Drama, Thriller",5563,2008-11-10,
789,tt1342711,2015-11-28,2015-11-28,,Man v. Food,https://www.imdb.com/title/tt1342711/,tvSeries,7.3,30,2008,Reality-TV,6461,2008-12-03,
790,tt1325113,2015-11-28,2015-11-28,,Childrens Hospital,https://www.imdb.com/title/tt1325113/,tvSeries,7.8,11,2008,Comedy,7037,2008-12-08,
791,tt1077744,2015-11-28,2015-11-28,,Lark Rise to Candleford,https://www.imdb.com/title/tt1077744/,tvSeries,8.1,53,2008,"Drama, Romance",6547,2008-01-13,
792,tt1119644,2015-11-28,2015-11-28,,Fringe,https://www.imdb.com/title/tt1119644/,tvSeries,8.4,46,2008,"Drama, Mystery, Sci-Fi, Thriller",220635,2008-09-09,
793,tt1119176,2015-11-28,2015-11-28,,Underbelly,https://www.imdb.com/title/tt1119176/,tvSeries,8.1,60,2008,"Action, Crime, Drama, History, Mystery",4252,2008-02-13,
794,tt1294009,2015-11-28,2015-11-28,,Only Connect,https://www.imdb.com/title/tt1294009/,tvSeries,7.8,,2008,Game-Show,448,2008-09-14,
795,tt0458290,2015-11-28,2015-11-28,,Star Wars: The Clone Wars,https://www.imdb.com/title/tt0458290/,tvSeries,8.3,23,2008,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi",64091,2008-08-15,
796,tt1124373,2015-11-28,2015-11-28,,Sons of Anarchy,https://www.imdb.com/title/tt1124373/,tvSeries,8.5,45,2008,"Crime, Drama, Thriller",260837,2008-09-03,
797,tt1486217,2015-11-28,2015-11-28,,Archer,https://www.imdb.com/title/tt1486217/,tvSeries,8.6,22,2009,"Animation, Action, Comedy",137956,2009-09-17,
798,tt1548850,2015-11-28,2015-11-28,,Misfits,https://www.imdb.com/title/tt1548850/,tvSeries,8.2,60,2009,"Comedy, Drama, Fantasy, Romance, Sci-Fi",93678,2009-11-12,
799,tt1149608,2015-11-28,2015-11-28,,Being Erica,https://www.imdb.com/title/tt1149608/,tvSeries,7.5,45,2009,"Adventure, Comedy, Drama, Fantasy, Romance",9105,2009-01-05,
800,tt1001482,2015-11-28,2015-11-28,,United States of Tara,https://www.imdb.com/title/tt1001482/,tvSeries,7.9,30,2009,"Comedy, Drama, Romance",21835,2009-01-18,
801,tt1219024,2015-11-28,2015-11-28,,Castle,https://www.imdb.com/title/tt1219024/,tvSeries,8.1,43,2009,"Comedy, Crime, Drama, Mystery, Romance",140706,2009-03-09,
802,tt1235099,2015-11-28,2015-11-28,,Lie to Me,https://www.imdb.com/title/tt1235099/,tvSeries,8.0,43,2009,"Crime, Drama, Mystery, Thriller",111157,2009-01-21,
803,tt1235547,2015-11-28,2015-11-28,,Better Off Ted,https://www.imdb.com/title/tt1235547/,tvSeries,8.2,30,2009,"Comedy, Sci-Fi",24699,2009-03-18,
804,tt1073507,2015-11-28,2015-11-28,,Party Down,https://www.imdb.com/title/tt1073507/,tvSeries,8.2,30,2009,"Comedy, Drama",27790,2009-03-20,
805,tt1442437,2015-11-28,2015-11-28,,Modern Family,https://www.imdb.com/title/tt1442437/,tvSeries,8.4,22,2009,"Comedy, Drama, Romance",356962,2009-09-23,
806,tt1255913,2015-11-28,2015-11-28,,Bored to Death,https://www.imdb.com/title/tt1255913/,tvSeries,7.9,28,2009,"Comedy, Crime, Drama, Mystery, Thriller",31569,2009-09-20,
807,tt1480684,2015-11-28,2015-11-28,,The League,https://www.imdb.com/title/tt1480684/,tvSeries,8.2,22,2009,"Comedy, Sport",43856,2009-10-29,
808,tt1135300,2015-11-28,2015-11-28,,Dollhouse,https://www.imdb.com/title/tt1135300/,tvSeries,7.7,44,2009,"Drama, Mystery, Sci-Fi, Thriller",46415,2009-02-13,
809,tt1288631,2015-11-28,2015-11-28,,Un village fran�ais,https://www.imdb.com/title/tt1288631/,tvSeries,8.4,52,2009,Drama,1118,2009-06-04,
810,tt1190689,2015-11-28,2015-11-28,,Nurse Jackie,https://www.imdb.com/title/tt1190689/,tvSeries,7.7,27,2009,"Comedy, Drama",24773,2009-06-08,
811,tt1468773,2015-11-28,2015-11-28,,Getting On,https://www.imdb.com/title/tt1468773/,tvSeries,8.1,30,2009,Comedy,1166,2009-07-08,
812,tt1353056,2015-11-28,2015-11-28,,RuPaul's Drag Race,https://www.imdb.com/title/tt1353056/,tvSeries,8.5,63,2009,"Game-Show, Reality-TV",15512,2009-02-02,
813,tt1360961,2015-11-28,2015-11-28,,Caminho das �ndias,https://www.imdb.com/title/tt1360961/,tvSeries,6.8,,2009,"Adventure, Drama, Romance",616,2009-01-19,
814,tt1439629,2015-11-28,2015-11-28,,Community,https://www.imdb.com/title/tt1439629/,tvSeries,8.5,22,2009,Comedy,219908,2009-09-17,
815,tt1442462,2015-11-28,2015-11-28,,The Good Wife,https://www.imdb.com/title/tt1442462/,tvSeries,8.3,43,2009,"Crime, Drama, Mystery",68355,2009-09-22,
816,tt1266020,2015-11-28,2015-11-28,,Parks and Recreation,https://www.imdb.com/title/tt1266020/,tvSeries,8.6,22,2009,Comedy,214514,2009-04-09,
817,tt1477131,2015-11-28,2015-11-28,,Garrow's Law,https://www.imdb.com/title/tt1477131/,tvSeries,8.3,,2009,"Biography, Drama",1039,2009-11-01,
818,tt1186356,2015-11-28,2015-11-28,,Whitechapel,https://www.imdb.com/title/tt1186356/,tvSeries,7.9,180,2009,"Crime, Mystery, Thriller",11348,2009-02-02,
819,tt1315063,2015-11-28,2015-11-28,,Unforgiven,https://www.imdb.com/title/tt1315063/,tvMiniSeries,7.8,135,2009,Drama,785,2009-01-12,
820,tt1299368,2015-11-28,2015-11-28,,Southland,https://www.imdb.com/title/tt1299368/,tvSeries,8.4,42,2009,"Crime, Drama, Thriller",24635,2009-04-09,
821,tt1405406,2015-11-28,2015-11-28,,The Vampire Diaries,https://www.imdb.com/title/tt1405406/,tvSeries,7.7,43,2009,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",283828,2009-09-10,
822,tt1327801,2015-11-28,2015-11-28,,Glee,https://www.imdb.com/title/tt1327801/,tvSeries,6.7,44,2009,"Comedy, Drama, Music, Musical",136938,2009-05-19,
823,tt1132290,2015-11-28,2015-11-28,,Warehouse 13,https://www.imdb.com/title/tt1132290/,tvSeries,7.6,43,2009,"Drama, Mystery, Sci-Fi, Thriller",47148,2009-07-07,
824,tt1429534,2015-11-28,2015-11-28,,Braquo,https://www.imdb.com/title/tt1429534/,tvSeries,8.0,52,2009,"Crime, Thriller",3578,2009-10-12,
825,tt1676462,2015-11-28,2015-11-28,,Hatufim,https://www.imdb.com/title/tt1676462/,tvSeries,8.4,50,2009,"Drama, Mystery, Thriller",2079,2009-12-31,
826,tt1769411,2015-11-28,2015-11-28,,Accused,https://www.imdb.com/title/tt1769411/,tvSeries,8.0,60,2010,"Crime, Drama, Mystery",1977,2010-11-15,
827,tt1839337,2015-11-28,2015-11-28,,The Voice,https://www.imdb.com/title/tt1839337/,tvSeries,6.5,60,2011,"Game-Show, Music, Reality-TV",11542,2011-04-26,
828,tt1702042,2015-11-28,2015-11-28,,An Idiot Abroad,https://www.imdb.com/title/tt1702042/,tvSeries,8.3,43,2010,"Documentary, Adventure, Comedy, Reality-TV",30134,2010-09-05,
829,tt1453159,2015-11-28,2015-11-28,,The Pillars of the Earth,https://www.imdb.com/title/tt1453159/,tvMiniSeries,8.1,60,2010,"Drama, History, Romance, Thriller, War",28934,2010-07-23,
830,tt0979432,2015-11-28,2015-11-28,,Boardwalk Empire,https://www.imdb.com/title/tt0979432/,tvSeries,8.5,55,2010,"Crime, Drama, History",172568,2010-09-19,
831,tt1526318,2015-11-28,2015-11-28,,Borgen,https://www.imdb.com/title/tt1526318/,tvSeries,8.5,58,2010,Drama,19712,2010-09-26,
832,tt1737565,2015-11-28,2015-11-28,,The Only Way Is Essex,https://www.imdb.com/title/tt1737565/,tvSeries,3.1,45,2010,Reality-TV,2091,2010-10-10,
833,tt1493239,2015-11-28,2015-11-28,,Terriers,https://www.imdb.com/title/tt1493239/,tvSeries,8.4,45,2010,"Comedy, Crime, Drama, Mystery, Thriller",10188,2010-09-08,
834,tt1698441,2015-11-28,2015-11-28,,The Trip,https://www.imdb.com/title/tt1698441/,tvSeries,8.0,172,2010,Comedy,6857,2010-11-01,
835,tt1321865,2015-11-28,2015-11-28,,Carlos,https://www.imdb.com/title/tt1321865/,tvMiniSeries,7.6,334,2010,"Biography, Crime, Drama, Thriller",13006,2010-05-19,
836,tt1615919,2015-11-28,2015-11-28,,Raising Hope,https://www.imdb.com/title/tt1615919/,tvSeries,8.0,22,2010,"Comedy, Family",34976,2010-09-01,
837,tt1587000,2015-11-28,2015-11-28,,Rake,https://www.imdb.com/title/tt1587000/,tvSeries,8.5,60,2010,"Comedy, Drama",6426,2010-11-04,
838,tt1606375,2015-11-28,2015-11-28,,Downton Abbey,https://www.imdb.com/title/tt1606375/,tvSeries,8.7,58,2010,"Drama, Romance",164286,2010-09-26,
839,tt1489428,2015-11-28,2015-11-28,,Justified,https://www.imdb.com/title/tt1489428/,tvSeries,8.6,44,2010,"Action, Crime, Drama, Mystery, Thriller, Western",86969,2010-03-16,
840,tt1492966,2015-11-28,2015-11-28,,Louie,https://www.imdb.com/title/tt1492966/,tvSeries,8.5,22,2010,"Comedy, Drama",74530,2010-06-29,
841,tt1474684,2015-11-28,2015-11-28,,Luther,https://www.imdb.com/title/tt1474684/,tvSeries,8.5,60,2010,"Crime, Drama, Mystery, Thriller",121596,2010-05-04,
842,tt0374463,2015-11-28,2015-11-28,,The Pacific,https://www.imdb.com/title/tt0374463/,tvMiniSeries,8.3,530,2010,"Action, Adventure, Drama, History, War",100117,2010-03-14,
843,tt1877368,2015-11-28,2015-11-28,,The Great British Bake Off,https://www.imdb.com/title/tt1877368/,tvSeries,8.6,60,2010,Reality-TV,6983,2010-08-17,
844,tt1515193,2015-11-28,2015-11-28,,The Big C,https://www.imdb.com/title/tt1515193/,tvSeries,8.1,30,2010,"Comedy, Drama",14028,2010-08-16,
845,tt1416765,2015-11-28,2015-11-28,,Parenthood,https://www.imdb.com/title/tt1416765/,tvSeries,8.2,60,2010,"Comedy, Drama",30872,2010-03-02,
846,tt1685471,2015-11-28,2015-11-28,,This Is England '86,https://www.imdb.com/title/tt1685471/,tvMiniSeries,8.3,47,2010,"Comedy, Crime, Drama",11645,2010-09-07,
847,tt1279972,2015-11-28,2015-11-28,,Treme,https://www.imdb.com/title/tt1279972/,tvSeries,8.2,59,2010,"Drama, Music",13541,2010-04-11,
848,tt1578873,2015-11-28,2015-11-28,,Pretty Little Liars,https://www.imdb.com/title/tt1578873/,tvSeries,7.4,44,2010,"Drama, Mystery, Romance, Thriller",152518,2010-06-08,
849,tt1475582,2015-11-28,2015-11-28,,Sherlock,https://www.imdb.com/title/tt1475582/,tvSeries,9.1,88,2010,"Crime, Drama, Mystery, Thriller",809524,2010-07-22,
850,tt1442449,2015-11-28,2015-11-28,,Spartacus: Blood and Sand,https://www.imdb.com/title/tt1442449/,tvSeries,8.5,55,2010,"Action, Adventure, Biography, Drama, History, Romance",223761,2010-01-22,
851,tt1525780,2015-11-28,2015-11-28,,Weissensee,https://www.imdb.com/title/tt1525780/,tvSeries,8.2,50,2010,"Drama, History",1711,2010-09-14,
852,tt1678749,2015-11-28,2015-11-28,,Mongrels,https://www.imdb.com/title/tt1678749/,tvSeries,8.3,30,2010,Comedy,1205,2010-06-22,
853,tt1520211,2015-11-28,2015-11-28,,The Walking Dead,https://www.imdb.com/title/tt1520211/,tvSeries,8.2,44,2010,"Drama, Horror, Thriller",855497,2010-10-31,
854,tt1631891,2015-11-28,2015-11-28,,Any Human Heart,https://www.imdb.com/title/tt1631891/,tvMiniSeries,7.9,,2010,"Drama, Romance",2032,2010-11-21,
855,tt1521186,2015-11-28,2015-11-28,,Maison close,https://www.imdb.com/title/tt1521186/,tvSeries,6.6,52,2010,Drama,461,2010-10-04,
856,tt1772379,2015-11-28,2015-11-28,,The Fades,https://www.imdb.com/title/tt1772379/,tvMiniSeries,7.7,55,2011,"Fantasy, Horror, Mystery",6225,2011-09-21,
857,tt2113148,2015-11-28,2015-11-28,,Arne Dahl: Misterioso,https://www.imdb.com/title/tt2113148/,tvMiniSeries,6.8,178,2011,"Crime, Drama, Mystery",1613,2011-12-25,
858,tt1819022,2015-11-28,2015-11-28,,Mrs. Brown's Boys,https://www.imdb.com/title/tt1819022/,tvSeries,7.2,26,2011,Comedy,7589,2011-01-01,
859,tt2085059,2015-11-28,2015-11-28,,Black Mirror,https://www.imdb.com/title/tt2085059/,tvSeries,8.8,60,2011,"Drama, Sci-Fi, Thriller",446464,2011-12-04,
860,tt1561755,2015-11-28,2015-11-28,,Bob's Burgers,https://www.imdb.com/title/tt1561755/,tvSeries,8.1,22,2011,"Animation, Comedy",65935,2011-01-09,
861,tt1826940,2015-11-28,2015-11-28,,New Girl,https://www.imdb.com/title/tt1826940/,tvSeries,7.7,22,2011,Comedy,193014,2011-09-20,
862,tt1843678,2015-11-28,2015-11-28,,Scott & Bailey,https://www.imdb.com/title/tt1843678/,tvSeries,8.0,45,2011,"Crime, Drama, Mystery",6724,2011-05-29,
863,tt1861225,2015-11-28,2015-11-28,,Twenty Twelve,https://www.imdb.com/title/tt1861225/,tvSeries,7.8,30,2011,Comedy,1762,2011-03-14,
864,tt1736341,2015-11-28,2015-11-28,,Borgias,https://www.imdb.com/title/tt1736341/,tvSeries,7.9,50,2011,"Crime, Drama, History, Romance",48278,2011-04-03,
865,tt1780441,2015-11-28,2015-11-28,,Portlandia,https://www.imdb.com/title/tt1780441/,tvSeries,7.8,22,2011,Comedy,18299,2011-01-11,
866,tt1582350,2015-11-28,2015-11-28,,Episodes,https://www.imdb.com/title/tt1582350/,tvSeries,7.8,30,2011,Comedy,33064,2011-01-09,
867,tt2368922,2015-11-28,2015-11-28,,Vampire Prosecutor,https://www.imdb.com/title/tt2368922/,tvSeries,7.8,58,2011,"Fantasy, Mystery, Thriller",209,2011-10-02,
868,tt2044128,2015-11-28,2015-11-28,,Bref.,https://www.imdb.com/title/tt2044128/,tvSeries,8.2,2,2011,Comedy,1866,2011-08-29,
869,tt1733785,2015-11-28,2015-11-28,,Bron/Broen,https://www.imdb.com/title/tt1733785/,tvSeries,8.6,60,2011,"Crime, Mystery, Thriller",58914,2011-09-21,
870,tt1717455,2015-11-28,2015-11-28,,Silk,https://www.imdb.com/title/tt1717455/,tvSeries,8.0,60,2011,Drama,4320,2011-02-22,
871,tt1767256,2015-11-28,2015-11-28,,Winners & Losers,https://www.imdb.com/title/tt1767256/,tvSeries,7.0,60,2011,"Comedy, Drama, Romance",1041,2011-03-22,
872,tt1806234,2015-11-28,2015-11-28,,Human Planet,https://www.imdb.com/title/tt1806234/,tvMiniSeries,9.0,50,2011,Documentary,23848,2011-01-13,
873,tt1509004,2015-11-28,2015-11-28,,Enlightened,https://www.imdb.com/title/tt1509004/,tvSeries,7.5,28,2011,"Comedy, Drama",7311,2011-10-10,
874,tt1843230,2015-11-28,2015-11-28,,Once Upon a Time,https://www.imdb.com/title/tt1843230/,tvSeries,7.7,60,2011,"Adventure, Fantasy, Romance",208857,2011-10-23,
875,tt1693592,2015-11-28,2015-11-28,,Vera,https://www.imdb.com/title/tt1693592/,tvSeries,7.9,90,2011,"Crime, Drama, Mystery",9318,2011-05-01,
876,tt2058303,2015-11-28,2015-11-28,,Fresh Meat,https://www.imdb.com/title/tt2058303/,tvSeries,7.9,50,2011,"Comedy, Drama",15745,2011-09-21,
877,tt1565810,2015-11-28,2015-11-28,,Den som dr�ber,https://www.imdb.com/title/tt1565810/,tvSeries,7.2,90,2011,"Action, Crime, Thriller",2848,2011-03-13,
878,tt1462059,2015-11-28,2015-11-28,,Falling Skies,https://www.imdb.com/title/tt1462059/,tvSeries,7.2,42,2011,"Action, Adventure, Drama, Sci-Fi, Thriller",85476,2011-06-19,
879,tt1632701,2015-11-28,2015-11-28,,Suits,https://www.imdb.com/title/tt1632701/,tvSeries,8.5,44,2011,"Comedy, Drama",364373,2011-06-23,
880,tt0944947,2015-11-28,2015-11-28,,Game of Thrones,https://www.imdb.com/title/tt0944947/,tvSeries,9.3,57,2011,"Action, Adventure, Drama, Fantasy",1775250,2011-04-17,
881,tt1830617,2015-11-28,2015-11-28,,Grimm,https://www.imdb.com/title/tt1830617/,tvSeries,7.8,45,2011,"Crime, Drama, Fantasy, Horror, Mystery",109330,2011-10-28,
882,tt1567432,2015-11-28,2015-11-28,,Teen Wolf,https://www.imdb.com/title/tt1567432/,tvSeries,7.6,41,2011,"Action, Drama, Fantasy, Romance, Thriller",127183,2011-06-05,
883,tt1837642,2015-11-28,2015-11-28,,Revenge,https://www.imdb.com/title/tt1837642/,tvSeries,7.8,44,2011,"Drama, Mystery, Thriller",112669,2011-09-21,
884,tt0384013,2015-11-28,2015-11-28,,The Crimson Petal and the White,https://www.imdb.com/title/tt0384013/,tvMiniSeries,7.6,274,2011,"Drama, Romance",2978,2011-04-06,
885,tt1778108,2015-11-28,2015-11-28,,The Hour,https://www.imdb.com/title/tt1778108/,tvSeries,8.0,60,2011,Drama,9493,2011-07-19,
886,tt1587678,2015-11-28,2015-11-28,,Happy Endings,https://www.imdb.com/title/tt1587678/,tvSeries,7.7,22,2011,"Comedy, Romance",34390,2011-04-13,
887,tt1796960,2015-11-28,2015-11-28,,Homeland,https://www.imdb.com/title/tt1796960/,tvSeries,8.3,55,2011,"Crime, Drama, Mystery, Thriller",313795,2011-10-02,
888,tt1652218,2015-11-28,2015-11-28,,Mad Dogs,https://www.imdb.com/title/tt1652218/,tvSeries,7.6,60,2011,"Comedy, Crime, Drama",5247,2011-02-10,
889,tt1854226,2015-11-28,2015-11-28,,Wonders of the Universe,https://www.imdb.com/title/tt1854226/,tvMiniSeries,8.9,59,2011,Documentary,3871,2011-03-06,
890,tt1586680,2015-11-28,2015-11-28,,Shameless,https://www.imdb.com/title/tt1586680/,tvSeries,8.6,46,2011,"Comedy, Drama",203970,2011-01-09,
891,tt1844624,2015-11-28,2015-11-28,,American Horror Story,https://www.imdb.com/title/tt1844624/,tvSeries,8.0,60,2011,"Drama, Horror, Thriller",277960,2011-10-05,
892,tt1834598,2015-11-28,2015-11-28,,Marchlands,https://www.imdb.com/title/tt1834598/,tvMiniSeries,7.5,60,2011,"Drama, Mystery",1553,2011-02-03,
893,tt2164430,2015-11-28,2015-11-28,,A Young Doctor's Notebook & Other Stories,https://www.imdb.com/title/tt2164430/,tvSeries,7.9,23,2012,"Comedy, Drama",14730,2012-12-06,
894,tt1837576,2015-11-28,2015-11-28,,Scandal,https://www.imdb.com/title/tt1837576/,tvSeries,7.7,43,2012,"Drama, Thriller",67349,2012-04-05,
895,tt2240991,2015-11-28,2015-11-28,,A Touch of Cloth,https://www.imdb.com/title/tt2240991/,tvSeries,8.0,60,2012,"Action, Comedy, Crime, Mystery, Thriller",3482,2012-08-26,
896,tt2170584,2015-11-28,2015-11-28,,Video Game High School,https://www.imdb.com/title/tt2170584/,tvSeries,7.6,42,2012,"Action, Romance, Sci-Fi",12686,2012-05-11,
897,tt2281375,2015-11-28,2015-11-28,,Nashville,https://www.imdb.com/title/tt2281375/,tvSeries,7.7,43,2012,"Drama, Music, Romance",23123,2012-10-10,
898,tt2180271,2015-11-28,2015-11-28,,�kta m�nniskor,https://www.imdb.com/title/tt2180271/,tvSeries,7.9,60,2012,"Drama, Sci-Fi, Thriller",6069,2012-01-22,
899,tt2521668,2015-11-28,2015-11-28,,Les Revenants,https://www.imdb.com/title/tt2521668/,tvSeries,8.1,52,2012,"Drama, Fantasy, Horror, Mystery",19524,2012-11-26,
900,tt2193021,2015-11-28,2015-11-28,,Arrow,https://www.imdb.com/title/tt2193021/,tvSeries,7.5,42,2012,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",408056,2012-10-10,
901,tt2303687,2015-11-28,2015-11-28,,Line of Duty,https://www.imdb.com/title/tt2303687/,tvSeries,8.7,60,2012,"Crime, Drama, Mystery, Thriller",34576,2012-06-26,
902,tt1956017,2015-11-28,2015-11-28,,Parade's End,https://www.imdb.com/title/tt1956017/,tvMiniSeries,7.6,287,2012,"Action, Drama, Romance, War",9504,2012-08-24,
903,tt1954347,2015-11-28,2015-11-28,,Continuum,https://www.imdb.com/title/tt1954347/,tvSeries,7.6,45,2012,"Action, Sci-Fi, Thriller",57875,2012-05-27,
904,tt2216156,2015-11-28,2015-11-28,,Last Tango in Halifax,https://www.imdb.com/title/tt2216156/,tvSeries,8.3,60,2012,"Comedy, Drama, Romance",5421,2012-11-20,
905,tt1759761,2015-11-28,2015-11-28,,Veep,https://www.imdb.com/title/tt1759761/,tvSeries,8.3,28,2012,Comedy,45667,2012-04-22,
906,tt2222848,2015-11-28,2015-11-28,,Puberty Blues,https://www.imdb.com/title/tt2222848/,tvSeries,8.2,45,2012,"Comedy, Drama",1644,2012-08-15,
907,tt2616280,2015-11-28,2015-11-28,,Derek,https://www.imdb.com/title/tt2616280/,tvSeries,8.0,23,2012,"Comedy, Drama",28380,2012-04-12,
908,tt1864017,2015-11-28,2015-11-28,,Stella,https://www.imdb.com/title/tt1864017/,tvSeries,8.1,60,2012,"Comedy, Drama",1636,2012-01-06,
909,tt2183641,2015-11-28,2015-11-28,,Ripper Street,https://www.imdb.com/title/tt2183641/,tvSeries,8.1,59,2012,"Crime, Drama, Mystery",19347,2012-12-30,
910,tt2191671,2015-11-28,2015-11-28,,Elementary,https://www.imdb.com/title/tt2191671/,tvSeries,7.9,60,2012,"Crime, Drama, Mystery",101401,2012-09-27,
911,tt2569488,2015-11-28,2015-11-28,,Salamander,https://www.imdb.com/title/tt2569488/,tvSeries,7.6,40,2012,"Crime, Drama, Thriller",2002,2012-12-30,
912,tt1983079,2015-11-28,2015-11-28,,Call the Midwife,https://www.imdb.com/title/tt1983079/,tvSeries,8.4,60,2012,"Drama, History",20286,2012-01-15,
913,tt1723816,2015-11-28,2015-11-28,,Girls,https://www.imdb.com/title/tt1723816/,tvSeries,7.3,28,2012,"Comedy, Drama",65448,2012-03-12,
914,tt1985443,2015-11-28,2015-11-28,,Hatfields & McCoys,https://www.imdb.com/title/tt1985443/,tvMiniSeries,8.0,290,2012,"Drama, History, Romance, War, Western",24586,2012-05-28,
915,tt2391224,2015-11-28,2015-11-28,,The Paradise,https://www.imdb.com/title/tt2391224/,tvSeries,7.7,60,2012,Drama,10537,2012-09-25,
916,tt1870479,2015-11-28,2015-11-28,,The Newsroom,https://www.imdb.com/title/tt1870479/,tvSeries,8.6,55,2012,Drama,104807,2012-06-24,
917,tt2229907,2015-11-28,2015-11-28,,Duck Dynasty,https://www.imdb.com/title/tt2229907/,tvSeries,6.3,60,2012,"Comedy, Reality-TV",10245,2012-03-21,
918,tt2172103,2015-11-28,2015-11-28,,Last Resort,https://www.imdb.com/title/tt2172103/,tvSeries,7.4,60,2012,"Action, Drama, Mystery, Sci-Fi, Thriller",21012,2012-09-27,
919,tt1856010,2015-11-28,2015-11-28,,House of Cards,https://www.imdb.com/title/tt1856010/,tvSeries,8.7,51,2013,Drama,467636,2013-02-01,
920,tt2433738,2015-11-28,2015-11-28,,Wentworth,https://www.imdb.com/title/tt2433738/,tvSeries,8.6,45,2013,"Crime, Drama",17416,2013-05-01,
921,tt3169754,2015-11-28,2015-11-28,,The Tractate Middoth,https://www.imdb.com/title/tt3169754/,tvMovie,6.6,35,2013,"Mystery, Thriller",471,2013-12-25,Mark Gatiss
922,tt2711738,2015-11-28,2015-11-28,,The Tunnel,https://www.imdb.com/title/tt2711738/,tvSeries,7.9,60,2013,"Crime, Drama, Mystery, Thriller",7645,2013-10-16,
923,tt2342652,2015-11-28,2015-11-28,,Getting On,https://www.imdb.com/title/tt2342652/,tvSeries,7.8,30,2013,Comedy,3160,2013-11-24,
924,tt2149175,2015-11-28,2015-11-28,,The Americans,https://www.imdb.com/title/tt2149175/,tvSeries,8.4,44,2013,"Crime, Drama, Mystery, Thriller",84593,2013-01-30,
925,tt2708572,2015-11-28,2015-11-28,,Bluestone 42,https://www.imdb.com/title/tt2708572/,tvSeries,8.0,30,2013,"Comedy, War",2093,2013-03-05,
926,tt2480514,2015-11-28,2015-11-28,,In the Flesh,https://www.imdb.com/title/tt2480514/,tvSeries,8.0,56,2013,"Drama, Horror",12700,2013-03-17,
927,tt2249364,2015-11-28,2015-11-28,,Broadchurch,https://www.imdb.com/title/tt2249364/,tvSeries,8.4,48,2013,"Crime, Drama, Mystery",94738,2013-03-04,
928,tt2188671,2015-11-28,2015-11-28,,Bates Motel,https://www.imdb.com/title/tt2188671/,tvSeries,8.2,45,2013,"Drama, Horror, Mystery, Thriller",97238,2013-03-18,
929,tt2394340,2015-11-28,2015-11-28,,The Village,https://www.imdb.com/title/tt2394340/,tvSeries,7.7,60,2013,Drama,1849,2013-03-30,
930,tt2094262,2015-11-28,2015-11-28,,Da Vinci's Demons,https://www.imdb.com/title/tt2094262/,tvSeries,8.0,59,2013,"Adventure, Biography, Drama, Fantasy, History, Mystery, Romance",73470,2013-04-12,
931,tt2647544,2015-11-28,2015-11-28,,Sleepy Hollow,https://www.imdb.com/title/tt2647544/,tvSeries,7.4,45,2013,"Action, Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller",57443,2013-09-16,
932,tt2701582,2015-11-28,2015-11-28,,Endeavour,https://www.imdb.com/title/tt2701582/,tvSeries,8.6,89,2012,"Crime, Drama, Mystery",18911,2012-01-02,
933,tt2071645,2015-11-28,2015-11-28,,The Following,https://www.imdb.com/title/tt2071645/,tvSeries,7.4,43,2013,"Crime, Drama, Horror, Mystery, Thriller",83858,2013-01-21,
934,tt2243973,2015-11-28,2015-11-28,,Hannibal,https://www.imdb.com/title/tt2243973/,tvSeries,8.5,44,2013,"Crime, Drama, Horror, Mystery, Thriller",228786,2013-04-04,
935,tt2309295,2015-11-28,2015-11-28,,Hemlock Grove,https://www.imdb.com/title/tt2309295/,tvSeries,7.1,46,2013,"Drama, Horror, Mystery, Thriller",37013,2013-04-19,
936,tt2384811,2015-11-28,2015-11-28,,Utopia,https://www.imdb.com/title/tt2384811/,tvSeries,8.4,50,2013,"Drama, Mystery, Sci-Fi, Thriller",41647,2013-01-15,
937,tt2407574,2015-11-28,2015-11-28,,My Mad Fat Diary,https://www.imdb.com/title/tt2407574/,tvSeries,8.4,47,2013,"Comedy, Drama, Romance",15362,2013-01-14,
938,tt2467372,2015-11-28,2015-11-28,,Brooklyn Nine-Nine,https://www.imdb.com/title/tt2467372/,tvSeries,8.4,22,2013,"Comedy, Crime",227313,2013-09-17,
939,tt2571774,2015-11-28,2015-11-28,,Africa,https://www.imdb.com/title/tt2571774/,tvMiniSeries,9.0,360,2013,Documentary,14191,2013-01-02,
